Start Date,1/1/1960,,,,,,,,
End Date,,,,,,,,,
,,,,,,,,,
,SPX Index,VIX Index,USGG10YR Index,USGG2YR Index,USGG5YR Index,XAU Curncy,CL1 Comdty,USURTOT Index,GDP CQOQ Index
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
7/18/1977,100.95,#N/A N/A,7.342,6.309,6.844,143.55,#N/A N/A,#N/A N/A,
7/19/1977,101.79,#N/A N/A,7.332,6.319,6.834,145.5,#N/A N/A,#N/A N/A,
7/20/1977,101.73,#N/A N/A,7.322,6.359,6.854,144.9,#N/A N/A,#N/A N/A,
7/21/1977,101.59,#N/A N/A,7.322,6.389,6.894,144,#N/A N/A,#N/A N/A,
7/22/1977,101.67,#N/A N/A,7.312,6.359,6.884,144.7,#N/A N/A,#N/A N/A,
7/25/1977,100.85,#N/A N/A,7.282,6.299,6.864,146.4,#N/A N/A,#N/A N/A,
7/26/1977,100.27,#N/A N/A,7.282,6.289,6.864,145.65,#N/A N/A,#N/A N/A,
7/27/1977,98.64,#N/A N/A,7.362,6.379,6.944,145.8,#N/A N/A,#N/A N/A,
7/28/1977,98.79,#N/A N/A,7.412,6.489,7.014,144.35,#N/A N/A,#N/A N/A,
7/29/1977,98.85,#N/A N/A,7.422,6.509,7.034,144.1,#N/A N/A,#N/A N/A,
8/1/1977,99.12,#N/A N/A,7.432,6.499,7.024,144.2,#N/A N/A,#N/A N/A,
8/2/1977,98.5,#N/A N/A,7.442,6.549,7.054,145.8,#N/A N/A,#N/A N/A,
8/3/1977,98.37,#N/A N/A,7.422,6.539,7.024,146,#N/A N/A,#N/A N/A,
8/4/1977,98.74,#N/A N/A,7.432,6.529,7.054,146.75,#N/A N/A,#N/A N/A,
8/5/1977,98.76,#N/A N/A,7.422,6.539,7.024,145.45,#N/A N/A,#N/A N/A,
8/8/1977,97.99,#N/A N/A,7.412,6.529,7.014,145.8,#N/A N/A,#N/A N/A,
8/9/1977,98.05,#N/A N/A,7.452,6.589,7.064,146.5,#N/A N/A,#N/A N/A,
8/10/1977,98.92,#N/A N/A,7.462,6.599,7.074,145.85,#N/A N/A,#N/A N/A,
8/11/1977,98.16,#N/A N/A,7.472,6.649,7.084,145.35,#N/A N/A,#N/A N/A,
8/12/1977,97.88,#N/A N/A,7.482,6.689,7.104,144.9,#N/A N/A,#N/A N/A,
8/15/1977,98.18,#N/A N/A,7.482,6.719,7.114,144.15,#N/A N/A,#N/A N/A,
8/16/1977,97.73,#N/A N/A,7.482,6.749,7.124,143.3,#N/A N/A,#N/A N/A,
8/17/1977,97.74,#N/A N/A,7.442,6.729,7.084,143.7,#N/A N/A,#N/A N/A,
8/18/1977,97.68,#N/A N/A,7.422,6.689,7.064,143.55,#N/A N/A,#N/A N/A,
8/19/1977,97.51,#N/A N/A,7.402,6.679,7.044,144.5,#N/A N/A,#N/A N/A,
8/22/1977,97.79,#N/A N/A,7.392,6.669,7.054,144.1,#N/A N/A,#N/A N/A,
8/23/1977,97.62,#N/A N/A,7.362,6.649,7.024,143.4,#N/A N/A,#N/A N/A,
8/24/1977,97.23,#N/A N/A,7.352,6.679,7.014,144.25,#N/A N/A,#N/A N/A,
8/25/1977,96.15,#N/A N/A,7.322,6.629,6.984,144.2,#N/A N/A,#N/A N/A,
8/26/1977,96.06,#N/A N/A,7.122,6.629,6.934,145,#N/A N/A,#N/A N/A,
8/29/1977,96.92,#N/A N/A,7.082,6.569,6.904,#N/A N/A,#N/A N/A,#N/A N/A,
8/30/1977,96.38,#N/A N/A,7.102,6.569,6.934,146.15,#N/A N/A,#N/A N/A,
8/31/1977,96.77,#N/A N/A,7.112,6.599,6.944,146,#N/A N/A,7,
9/1/1977,96.83,#N/A N/A,7.302,6.579,6.974,145.42,#N/A N/A,#N/A N/A,
9/2/1977,97.45,#N/A N/A,7.242,6.539,6.934,146.4,#N/A N/A,#N/A N/A,
9/5/1977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,147.85,#N/A N/A,#N/A N/A,
9/6/1977,97.71,#N/A N/A,7.242,6.529,6.904,147.3,#N/A N/A,#N/A N/A,
9/7/1977,98.01,#N/A N/A,7.262,6.549,6.954,147.65,#N/A N/A,#N/A N/A,
9/8/1977,97.28,#N/A N/A,7.282,6.549,6.964,147.5,#N/A N/A,#N/A N/A,
9/9/1977,96.37,#N/A N/A,7.362,6.679,7.104,147.45,#N/A N/A,#N/A N/A,
9/12/1977,96.03,#N/A N/A,7.382,6.789,7.104,148.3,#N/A N/A,#N/A N/A,
9/13/1977,96.09,#N/A N/A,7.372,6.759,7.064,147.5,#N/A N/A,#N/A N/A,
9/14/1977,96.55,#N/A N/A,7.342,6.749,7.054,147.9,#N/A N/A,#N/A N/A,
9/15/1977,96.8,#N/A N/A,7.332,6.709,7.044,147.9,#N/A N/A,#N/A N/A,
9/16/1977,96.48,#N/A N/A,7.322,6.689,7.024,148.3,#N/A N/A,#N/A N/A,
9/19/1977,95.85,#N/A N/A,7.322,6.669,7.024,149.75,#N/A N/A,#N/A N/A,
9/20/1977,95.89,#N/A N/A,7.362,6.709,7.044,149.9,#N/A N/A,#N/A N/A,
9/21/1977,95.1,#N/A N/A,7.362,6.719,7.054,151.3,#N/A N/A,#N/A N/A,
9/22/1977,95.09,#N/A N/A,7.392,6.859,7.084,151.6,#N/A N/A,#N/A N/A,
9/23/1977,95.04,#N/A N/A,7.392,6.869,7.094,150.9,#N/A N/A,#N/A N/A,
9/26/1977,95.38,#N/A N/A,7.422,6.899,7.144,153,#N/A N/A,#N/A N/A,
9/27/1977,95.24,#N/A N/A,7.382,6.809,7.074,152.7,#N/A N/A,#N/A N/A,
9/28/1977,95.31,#N/A N/A,7.382,6.819,7.084,153.85,#N/A N/A,#N/A N/A,
9/29/1977,95.85,#N/A N/A,7.392,6.799,7.104,153,#N/A N/A,#N/A N/A,
9/30/1977,96.53,#N/A N/A,7.412,6.829,7.114,154.05,#N/A N/A,6.8,
10/3/1977,96.74,#N/A N/A,7.412,6.849,7.134,155.45,#N/A N/A,#N/A N/A,
10/4/1977,96.03,#N/A N/A,7.402,6.849,7.154,154.85,#N/A N/A,#N/A N/A,
10/5/1977,95.68,#N/A N/A,7.402,6.869,7.164,155.05,#N/A N/A,#N/A N/A,
10/6/1977,96.05,#N/A N/A,7.442,6.899,7.234,154,#N/A N/A,#N/A N/A,
10/7/1977,95.97,#N/A N/A,7.482,6.969,7.254,153.95,#N/A N/A,#N/A N/A,
10/10/1977,95.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,157.15,#N/A N/A,#N/A N/A,
10/11/1977,94.93,#N/A N/A,7.542,7.069,7.304,156.85,#N/A N/A,#N/A N/A,
10/12/1977,94.04,#N/A N/A,7.542,7.149,7.344,157.75,#N/A N/A,#N/A N/A,
10/13/1977,93.46,#N/A N/A,7.542,7.199,7.344,157.95,#N/A N/A,#N/A N/A,
10/14/1977,93.56,#N/A N/A,7.542,7.179,7.314,157.8,#N/A N/A,#N/A N/A,
10/17/1977,93.47,#N/A N/A,7.552,7.229,7.334,160.2,#N/A N/A,#N/A N/A,
10/18/1977,93.46,#N/A N/A,7.552,7.239,7.364,160.3,#N/A N/A,#N/A N/A,
10/19/1977,92.38,#N/A N/A,7.542,7.229,7.354,161.6,#N/A N/A,#N/A N/A,
10/20/1977,92.67,#N/A N/A,7.542,7.209,7.364,160.1,#N/A N/A,#N/A N/A,
10/21/1977,92.32,#N/A N/A,7.552,7.229,7.394,161.2,#N/A N/A,#N/A N/A,
10/24/1977,91.63,#N/A N/A,7.562,7.209,7.394,163.25,#N/A N/A,#N/A N/A,
10/25/1977,91,#N/A N/A,7.582,7.209,7.414,162.85,#N/A N/A,#N/A N/A,
10/26/1977,92.1,#N/A N/A,7.572,7.179,7.404,162.9,#N/A N/A,#N/A N/A,
10/27/1977,92.34,#N/A N/A,7.562,7.149,7.384,160.15,#N/A N/A,#N/A N/A,
10/28/1977,92.61,#N/A N/A,7.562,7.149,7.384,161.2,#N/A N/A,#N/A N/A,
10/31/1977,92.34,#N/A N/A,7.622,7.239,7.444,161.5,#N/A N/A,6.8,
11/1/1977,91.35,#N/A N/A,7.632,7.249,7.474,162.5,#N/A N/A,#N/A N/A,
11/2/1977,90.71,#N/A N/A,7.692,7.229,7.474,161.5,#N/A N/A,#N/A N/A,
11/3/1977,90.76,#N/A N/A,7.682,7.229,7.454,164.25,#N/A N/A,#N/A N/A,
11/4/1977,91.58,#N/A N/A,7.642,7.209,7.424,165.9,#N/A N/A,#N/A N/A,
11/7/1977,92.29,#N/A N/A,7.622,7.179,7.404,166.4,#N/A N/A,#N/A N/A,
11/8/1977,92.46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,164.8,#N/A N/A,#N/A N/A,
11/9/1977,92.98,#N/A N/A,7.602,7.169,7.354,167.5,#N/A N/A,#N/A N/A,
11/10/1977,94.71,#N/A N/A,7.592,7.159,7.344,166.9,#N/A N/A,#N/A N/A,
11/11/1977,95.98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,167.95,#N/A N/A,#N/A N/A,
11/14/1977,95.32,#N/A N/A,7.562,7.109,7.244,165.2,#N/A N/A,#N/A N/A,
11/15/1977,95.93,#N/A N/A,7.562,7.119,7.264,162.65,#N/A N/A,#N/A N/A,
11/16/1977,95.45,#N/A N/A,7.552,7.129,7.284,160.25,#N/A N/A,#N/A N/A,
11/17/1977,95.16,#N/A N/A,7.542,7.109,7.284,158.65,#N/A N/A,#N/A N/A,
11/18/1977,95.33,#N/A N/A,7.542,7.119,7.284,160.85,#N/A N/A,#N/A N/A,
11/21/1977,95.25,#N/A N/A,7.562,7.129,7.304,157.7,#N/A N/A,#N/A N/A,
11/22/1977,96.09,#N/A N/A,7.542,7.149,7.304,156.15,#N/A N/A,#N/A N/A,
11/23/1977,96.49,#N/A N/A,7.522,7.119,7.304,159.3,#N/A N/A,#N/A N/A,
11/24/1977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,158.9,#N/A N/A,#N/A N/A,
11/25/1977,96.69,#N/A N/A,7.522,7.109,7.314,158,#N/A N/A,#N/A N/A,
11/28/1977,96.04,#N/A N/A,7.532,7.119,7.314,161.6,#N/A N/A,#N/A N/A,
11/29/1977,94.55,#N/A N/A,7.552,7.119,7.324,159.2,#N/A N/A,#N/A N/A,
11/30/1977,94.83,#N/A N/A,7.552,7.119,7.364,160.05,#N/A N/A,6.8,
12/1/1977,94.69,#N/A N/A,7.582,7.139,7.384,160.3,#N/A N/A,#N/A N/A,
12/2/1977,94.67,#N/A N/A,7.592,7.159,7.404,158.75,#N/A N/A,#N/A N/A,
12/5/1977,94.27,#N/A N/A,7.602,7.159,7.404,159.5,#N/A N/A,#N/A N/A,
12/6/1977,92.83,#N/A N/A,7.632,7.159,7.444,159.85,#N/A N/A,#N/A N/A,
12/7/1977,92.78,#N/A N/A,7.632,7.169,7.454,160.3,#N/A N/A,#N/A N/A,
12/8/1977,92.96,#N/A N/A,7.642,7.169,7.464,160.9,#N/A N/A,#N/A N/A,
12/9/1977,93.65,#N/A N/A,7.632,7.159,7.454,158.55,#N/A N/A,#N/A N/A,
12/12/1977,93.63,#N/A N/A,7.642,7.169,7.464,158.8,#N/A N/A,#N/A N/A,
12/13/1977,93.56,#N/A N/A,7.652,7.169,7.464,157.6,#N/A N/A,#N/A N/A,
12/14/1977,94.03,#N/A N/A,7.662,7.169,7.464,160.1,#N/A N/A,#N/A N/A,
12/15/1977,93.55,#N/A N/A,7.672,7.149,7.464,158.85,#N/A N/A,#N/A N/A,
12/16/1977,93.4,#N/A N/A,7.672,7.139,7.444,160,#N/A N/A,#N/A N/A,
12/19/1977,92.69,#N/A N/A,7.692,7.139,7.484,160.1,#N/A N/A,#N/A N/A,
12/20/1977,92.5,#N/A N/A,7.742,7.149,7.504,159.5,#N/A N/A,#N/A N/A,
12/21/1977,93.05,#N/A N/A,7.722,7.169,7.484,160.3,#N/A N/A,#N/A N/A,
12/22/1977,93.8,#N/A N/A,7.752,7.269,7.524,159.4,#N/A N/A,#N/A N/A,
12/23/1977,94.69,#N/A N/A,7.752,7.249,7.554,#N/A N/A,#N/A N/A,#N/A N/A,
12/26/1977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
12/27/1977,94.69,#N/A N/A,7.772,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
12/28/1977,94.75,#N/A N/A,7.782,#N/A N/A,#N/A N/A,164.8,#N/A N/A,#N/A N/A,
12/29/1977,94.94,#N/A N/A,7.822,#N/A N/A,#N/A N/A,166,#N/A N/A,#N/A N/A,
12/30/1977,95.1,#N/A N/A,7.782,#N/A N/A,#N/A N/A,164.95,#N/A N/A,#N/A N/A,
1/2/1978,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
1/3/1978,93.82,#N/A N/A,7.832,7.249,7.584,169.2,#N/A N/A,#N/A N/A,
1/4/1978,93.52,#N/A N/A,7.822,7.249,7.584,171.85,#N/A N/A,#N/A N/A,
1/5/1978,92.74,#N/A N/A,7.832,7.269,7.584,165.7,#N/A N/A,#N/A N/A,
1/6/1978,91.62,#N/A N/A,7.852,7.289,7.604,169.9,#N/A N/A,#N/A N/A,
1/9/1978,90.64,#N/A N/A,8.012,7.589,7.864,170.25,#N/A N/A,#N/A N/A,
1/10/1978,90.17,#N/A N/A,8.022,7.589,7.854,173.1,#N/A N/A,#N/A N/A,
1/11/1978,89.74,#N/A N/A,8.032,7.609,7.874,172.15,#N/A N/A,#N/A N/A,
1/12/1978,89.82,#N/A N/A,8.022,7.609,7.874,173.55,#N/A N/A,#N/A N/A,
1/13/1978,89.69,#N/A N/A,7.982,7.579,7.824,172.45,#N/A N/A,#N/A N/A,
1/16/1978,89.43,#N/A N/A,7.982,7.559,7.824,174.9,#N/A N/A,#N/A N/A,
1/17/1978,89.88,#N/A N/A,7.982,7.549,7.814,172.95,#N/A N/A,#N/A N/A,
1/18/1978,90.56,#N/A N/A,7.982,7.549,7.814,171.95,#N/A N/A,#N/A N/A,
1/19/1978,90.09,#N/A N/A,7.972,7.559,7.814,173.45,#N/A N/A,#N/A N/A,
1/20/1978,89.89,#N/A N/A,7.972,7.559,7.814,173.05,#N/A N/A,#N/A N/A,
1/23/1978,89.24,#N/A N/A,7.972,7.539,7.784,175.2,#N/A N/A,#N/A N/A,
1/24/1978,89.25,#N/A N/A,7.992,7.539,7.804,176.45,#N/A N/A,#N/A N/A,
1/25/1978,89.39,#N/A N/A,8.002,7.539,7.824,177.5,#N/A N/A,#N/A N/A,
1/26/1978,88.58,#N/A N/A,7.982,7.519,7.784,175.8,#N/A N/A,#N/A N/A,
1/27/1978,88.58,#N/A N/A,7.972,7.489,7.774,176.4,#N/A N/A,#N/A N/A,
1/30/1978,89.34,#N/A N/A,7.962,7.479,7.754,175.2,#N/A N/A,#N/A N/A,
1/31/1978,89.25,#N/A N/A,7.942,7.479,7.724,175.75,#N/A N/A,6.4,
2/1/1978,89.93,#N/A N/A,7.962,7.479,7.744,176.4,#N/A N/A,#N/A N/A,
2/2/1978,90.13,#N/A N/A,7.962,7.489,7.754,174.85,#N/A N/A,#N/A N/A,
2/3/1978,89.62,#N/A N/A,7.972,7.489,7.754,175.25,#N/A N/A,#N/A N/A,
2/6/1978,89.5,#N/A N/A,7.992,7.509,7.784,175.6,#N/A N/A,#N/A N/A,
2/7/1978,90.33,#N/A N/A,7.992,7.529,7.774,175.2,#N/A N/A,#N/A N/A,
2/8/1978,90.83,#N/A N/A,8.002,7.529,7.794,174.4,#N/A N/A,#N/A N/A,
2/9/1978,90.3,#N/A N/A,8.012,7.529,7.804,172.85,#N/A N/A,#N/A N/A,
2/10/1978,90.08,#N/A N/A,8.022,7.539,7.814,174.6,#N/A N/A,#N/A N/A,
2/13/1978,89.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,177,#N/A N/A,#N/A N/A,
2/14/1978,89.04,#N/A N/A,8.052,7.579,7.844,177.4,#N/A N/A,#N/A N/A,
2/15/1978,88.83,#N/A N/A,8.082,7.599,7.874,178.6,#N/A N/A,#N/A N/A,
2/16/1978,88.08,#N/A N/A,8.102,7.649,7.904,179.35,#N/A N/A,#N/A N/A,
2/17/1978,87.96,#N/A N/A,8.092,7.639,7.884,179.45,#N/A N/A,#N/A N/A,
2/20/1978,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,182.25,#N/A N/A,#N/A N/A,
2/21/1978,87.59,#N/A N/A,8.102,7.659,7.894,181.45,#N/A N/A,#N/A N/A,
2/22/1978,87.56,#N/A N/A,8.102,7.659,7.914,181.15,#N/A N/A,#N/A N/A,
2/23/1978,87.64,#N/A N/A,8.082,7.659,7.904,183.2,#N/A N/A,#N/A N/A,
2/24/1978,88.49,#N/A N/A,8.042,7.619,7.884,180.75,#N/A N/A,#N/A N/A,
2/27/1978,87.72,#N/A N/A,8.022,7.599,7.864,180.8,#N/A N/A,#N/A N/A,
2/28/1978,87.04,#N/A N/A,8.042,7.579,7.864,182.25,#N/A N/A,6.3,
3/1/1978,87.19,#N/A N/A,8.052,7.599,7.874,182.5,#N/A N/A,#N/A N/A,
3/2/1978,87.32,#N/A N/A,8.042,7.599,7.874,184.25,#N/A N/A,#N/A N/A,
3/3/1978,87.45,#N/A N/A,8.042,7.599,7.874,183.45,#N/A N/A,#N/A N/A,
3/6/1978,86.9,#N/A N/A,8.052,7.589,7.874,184.4,#N/A N/A,#N/A N/A,
3/7/1978,87.36,#N/A N/A,8.032,7.569,7.854,186.25,#N/A N/A,#N/A N/A,
3/8/1978,87.34,#N/A N/A,8.032,7.549,7.854,190,#N/A N/A,#N/A N/A,
3/9/1978,87.89,#N/A N/A,8.022,7.569,7.854,188.3,#N/A N/A,#N/A N/A,
3/10/1978,88.88,#N/A N/A,8.002,7.549,7.824,185.9,#N/A N/A,#N/A N/A,
3/13/1978,88.95,#N/A N/A,7.992,7.549,7.824,186.5,#N/A N/A,#N/A N/A,
3/14/1978,89.35,#N/A N/A,7.992,7.549,7.814,188.05,#N/A N/A,#N/A N/A,
3/15/1978,89.12,#N/A N/A,8.002,7.549,7.814,186.35,#N/A N/A,#N/A N/A,
3/16/1978,89.51,#N/A N/A,8.002,7.549,7.824,184.25,#N/A N/A,#N/A N/A,
3/17/1978,90.2,#N/A N/A,8.002,7.559,7.814,183.2,#N/A N/A,#N/A N/A,
3/20/1978,90.82,#N/A N/A,7.972,7.539,7.784,181,#N/A N/A,#N/A N/A,
3/21/1978,89.79,#N/A N/A,7.972,7.539,7.794,177.3,#N/A N/A,#N/A N/A,
3/22/1978,89.47,#N/A N/A,7.982,7.549,7.814,179.35,#N/A N/A,#N/A N/A,
3/23/1978,89.36,#N/A N/A,8.012,7.569,7.864,179.3,#N/A N/A,#N/A N/A,
3/24/1978,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
3/27/1978,88.87,#N/A N/A,8.122,7.619,7.914,#N/A N/A,#N/A N/A,#N/A N/A,
3/28/1978,89.5,#N/A N/A,8.122,7.649,7.944,183.8,#N/A N/A,#N/A N/A,
3/29/1978,89.64,#N/A N/A,8.112,7.649,7.944,181.4,#N/A N/A,#N/A N/A,
3/30/1978,89.41,#N/A N/A,8.122,7.649,7.954,179.75,#N/A N/A,#N/A N/A,
3/31/1978,89.21,#N/A N/A,8.152,7.709,7.974,181.6,#N/A N/A,6.3,
4/3/1978,88.46,#N/A N/A,8.132,7.699,7.964,183.4,#N/A N/A,#N/A N/A,
4/4/1978,88.86,#N/A N/A,8.122,7.699,7.954,180.5,#N/A N/A,#N/A N/A,
4/5/1978,89.64,#N/A N/A,8.142,7.729,7.974,178.4,#N/A N/A,#N/A N/A,
4/6/1978,89.79,#N/A N/A,8.162,7.739,7.984,181,#N/A N/A,#N/A N/A,
4/7/1978,90.17,#N/A N/A,8.142,7.729,7.974,179.1,#N/A N/A,#N/A N/A,
4/10/1978,90.49,#N/A N/A,8.152,7.729,7.984,178.7,#N/A N/A,#N/A N/A,
4/11/1978,90.25,#N/A N/A,8.162,7.719,7.974,179.6,#N/A N/A,#N/A N/A,
4/12/1978,90.11,#N/A N/A,8.162,7.699,7.974,180,#N/A N/A,#N/A N/A,
4/13/1978,90.98,#N/A N/A,8.152,7.679,7.954,178.6,#N/A N/A,#N/A N/A,
4/14/1978,92.92,#N/A N/A,8.122,7.619,7.904,178.5,#N/A N/A,#N/A N/A,
4/17/1978,94.45,#N/A N/A,8.082,7.609,7.884,174.3,#N/A N/A,#N/A N/A,
4/18/1978,93.43,#N/A N/A,8.082,7.629,7.894,173.5,#N/A N/A,#N/A N/A,
4/19/1978,93.86,#N/A N/A,8.132,7.779,7.994,174.65,#N/A N/A,#N/A N/A,
4/20/1978,94.54,#N/A N/A,8.142,7.799,8.014,168.55,#N/A N/A,#N/A N/A,
4/21/1978,94.34,#N/A N/A,8.162,7.819,8.024,170.9,#N/A N/A,#N/A N/A,
4/24/1978,95.77,#N/A N/A,8.182,7.829,8.034,168.5,#N/A N/A,#N/A N/A,
4/25/1978,96.64,#N/A N/A,8.182,7.809,8.024,167.65,#N/A N/A,#N/A N/A,
4/26/1978,96.82,#N/A N/A,8.222,7.859,8.054,168.9,#N/A N/A,#N/A N/A,
4/27/1978,95.86,#N/A N/A,8.242,7.899,8.074,160.9,#N/A N/A,#N/A N/A,
4/28/1978,96.83,#N/A N/A,8.242,7.979,8.094,170.85,#N/A N/A,#N/A N/A,
5/1/1978,97.67,#N/A N/A,8.242,7.919,8.084,#N/A N/A,#N/A N/A,#N/A N/A,
5/2/1978,97.25,#N/A N/A,8.252,7.919,8.094,168.9,#N/A N/A,#N/A N/A,
5/3/1978,96.26,#N/A N/A,8.282,7.919,8.084,170.45,#N/A N/A,#N/A N/A,
5/4/1978,95.93,#N/A N/A,8.272,7.909,8.074,173.3,#N/A N/A,#N/A N/A,
5/5/1978,96.53,#N/A N/A,8.342,7.969,8.154,172.8,#N/A N/A,#N/A N/A,
5/8/1978,96.19,#N/A N/A,8.352,7.989,8.174,172.2,#N/A N/A,#N/A N/A,
5/9/1978,95.9,#N/A N/A,8.342,7.989,8.164,172.7,#N/A N/A,#N/A N/A,
5/10/1978,95.92,#N/A N/A,8.342,7.989,8.164,173.95,#N/A N/A,#N/A N/A,
5/11/1978,97.2,#N/A N/A,8.342,8.009,8.174,175.35,#N/A N/A,#N/A N/A,
5/12/1978,98.07,#N/A N/A,8.362,8.009,8.204,174.7,#N/A N/A,#N/A N/A,
5/15/1978,98.76,#N/A N/A,8.352,7.989,8.174,175.25,#N/A N/A,#N/A N/A,
5/16/1978,99.35,#N/A N/A,8.342,7.979,8.154,175.8,#N/A N/A,#N/A N/A,
5/17/1978,99.6,#N/A N/A,8.332,7.989,8.144,177.5,#N/A N/A,#N/A N/A,
5/18/1978,98.62,#N/A N/A,8.372,8.049,8.194,177.9,#N/A N/A,#N/A N/A,
5/19/1978,98.12,#N/A N/A,8.382,8.079,8.224,178.8,#N/A N/A,#N/A N/A,
5/22/1978,99.09,#N/A N/A,8.382,8.079,8.224,179.2,#N/A N/A,#N/A N/A,
5/23/1978,98.05,#N/A N/A,8.372,8.079,8.224,179.75,#N/A N/A,#N/A N/A,
5/24/1978,97.08,#N/A N/A,8.392,8.109,8.244,179.4,#N/A N/A,#N/A N/A,
5/25/1978,96.8,#N/A N/A,8.402,8.109,8.264,178.6,#N/A N/A,#N/A N/A,
5/26/1978,96.58,#N/A N/A,8.422,8.109,8.274,179.45,#N/A N/A,#N/A N/A,
5/29/1978,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,
5/30/1978,96.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,182.3,#N/A N/A,#N/A N/A,
5/31/1978,97.29,#N/A N/A,8.422,8.129,8.284,184.15,#N/A N/A,6,
6/1/1978,97.35,#N/A N/A,8.412,8.129,8.274,183,#N/A N/A,#N/A N/A,
6/2/1978,98.14,#N/A N/A,8.392,8.099,8.274,184.75,#N/A N/A,#N/A N/A,
6/5/1978,99.95,#N/A N/A,8.392,8.079,8.254,183.05,#N/A N/A,#N/A N/A,
6/6/1978,100.32,#N/A N/A,8.372,8.079,8.244,181.05,#N/A N/A,#N/A N/A,
6/7/1978,100.12,#N/A N/A,8.372,8.079,8.244,182.95,#N/A N/A,#N/A N/A,
6/8/1978,100.21,#N/A N/A,8.382,8.079,8.254,182.6,#N/A N/A,#N/A N/A,
6/9/1978,99.93,#N/A N/A,8.412,8.099,8.274,181.3,#N/A N/A,#N/A N/A,
6/12/1978,99.55,#N/A N/A,8.402,8.119,8.284,180.5,#N/A N/A,#N/A N/A,
6/13/1978,99.57,#N/A N/A,8.412,8.119,8.284,182.35,#N/A N/A,#N/A N/A,
6/14/1978,99.48,#N/A N/A,8.412,8.129,8.284,183.7,#N/A N/A,#N/A N/A,
6/15/1978,98.34,#N/A N/A,8.412,8.129,8.284,182.15,#N/A N/A,#N/A N/A,
6/16/1978,97.42,#N/A N/A,8.432,8.199,8.324,184.6,#N/A N/A,#N/A N/A,
6/19/1978,97.49,#N/A N/A,8.452,8.259,8.344,184.6,#N/A N/A,#N/A N/A,
6/20/1978,96.51,#N/A N/A,8.472,8.279,8.424,186.5,#N/A N/A,#N/A N/A,
6/21/1978,96.01,#N/A N/A,8.542,8.419,8.464,186.35,#N/A N/A,#N/A N/A,
6/22/1978,96.24,#N/A N/A,8.532,8.419,8.454,185.3,#N/A N/A,#N/A N/A,
6/23/1978,95.85,#N/A N/A,8.552,8.449,8.474,185.55,#N/A N/A,#N/A N/A,
6/26/1978,94.6,#N/A N/A,8.602,8.489,8.504,185.25,#N/A N/A,#N/A N/A,
6/27/1978,94.98,#N/A N/A,8.582,8.449,8.504,184.25,#N/A N/A,#N/A N/A,
6/28/1978,95.4,#N/A N/A,8.572,8.449,8.484,185.35,#N/A N/A,#N/A N/A,
6/29/1978,95.57,#N/A N/A,8.572,8.429,8.464,184.3,#N/A N/A,#N/A N/A,
6/30/1978,95.53,#N/A N/A,8.622,8.489,8.504,183.05,#N/A N/A,5.9,
7/3/1978,95.09,#N/A N/A,8.592,8.449,8.484,183.25,#N/A N/A,#N/A N/A,
7/4/1978,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,184.4,#N/A N/A,#N/A N/A,
7/5/1978,94.27,#N/A N/A,8.622,8.449,8.504,184.2,#N/A N/A,#N/A N/A,
7/6/1978,94.32,#N/A N/A,8.622,8.449,8.504,182.75,#N/A N/A,#N/A N/A,
7/7/1978,94.89,#N/A N/A,8.662,8.479,8.524,183.95,#N/A N/A,#N/A N/A,
7/10/1978,95.27,#N/A N/A,8.682,8.509,8.564,186.05,#N/A N/A,#N/A N/A,
7/11/1978,95.93,#N/A N/A,8.682,8.489,8.564,185.5,#N/A N/A,#N/A N/A,
7/12/1978,96.24,#N/A N/A,8.672,8.489,8.564,186.3,#N/A N/A,#N/A N/A,
7/13/1978,96.25,#N/A N/A,8.682,8.509,8.574,186.7,#N/A N/A,#N/A N/A,
7/14/1978,97.58,#N/A N/A,8.682,8.519,8.574,186,#N/A N/A,#N/A N/A,
7/17/1978,97.78,#N/A N/A,8.652,8.489,8.554,185.05,#N/A N/A,#N/A N/A,
